event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"45","Y","'The Year We Thought About Love' Film Screening","2017-06-16 11:00:00","2017-06-16 12:30:00","Film Screening-Performance","","What happens when LGBTQ youth of color dare to write a play about queer love? Watch 'The Year We Thought About Love,' a 68-minute award-winning film about Boston-based True Colors, the nations oldest LGBTQ youth theater troupe. Representatives from Gayrilla Theater Project: Riot Youth will share their work with experiential education and social action theater to make schools more inclusive. Participants will engage with Gayrilla and learn about facilitation skills using free resources from the film's website.","","","","","0","7","N","State Hall: Room 128","","Art as Resistance","","Everyone","","","","","","","","68ca9dd3ad833ef21f9f5e9441348309","611309","Suzie Staley","","","","",""
"247","Y","FemTechNet Network Gathering","2017-06-15 10:00:00","2017-06-15 17:00:00","","","FemTechNet is an activated network of hundreds of scholars, students, and artists who work on, with, and at the borders of technology, science, and feminism in a variety of fields including Science and Technology Studies, Media and Visual Studies, Art, Women&rsquo;s, Queer, and Ethnic Studies. In the FemTechNet (Feminist Technology) Network Gathering we will explore how technology perpetuates existing structural inequalities and what can we do to make technologies work for us and our diverse communities. We will create a collaborative space for revealing the power relations embedded in technology, such as racial bias in tech design, systemic threats to online safety, and gender imbalances. Our goal is to review existing materials from the FemTechNet archive of videos, syllabi, and/or assignment prompts in order to formulate continued organizing goals. Our hope at the AMC is to bring people into the FemTechNet network and springboard new projects and collaborations.<br /> <br /> Participants will walk away with a bank of successful intersectional feminist project designs, alliances with people in different geographical and institutional contexts, and supportive relationships built from face-to-face collaborations. To apply to attend, please submit an application.<br /> <br /> Coordinators of this network gathering are Ashley Walker, Veronica Paredes, Heide Solbrig, and Anne Cong-Huyen.","","","","","0","18","N","McGregor: Room B","","","","","","","","","","","","69becb05caaaac2ba3403f6bf7e5cd14","614774","","","","","",""
"8","Y","Using Creative Commons for Collaboration","2017-06-18 11:45:00","2017-06-18 12:45:00","Hands-on Session","","Why choose open when everything feels free? This workshop will help folks learn about Creative Commons (CC) licenses for movement building. We'll discuss licensing your work for social change, finding CC media, and why being part of the commons can help your organization shine. Participants will leave with a better sense of CC, how open licensing can work for them, how to use CC in grassroots media, and how they can become a part of CC's global community of social movers and shakers!","","","","","0","18","N","State Hall: Room 117","","General","","Everyone","","","","","","","","6a02e532549e00b9ededfc13d8a04aee","611314","Jennie Rose Halperin","","","","",""
"89","Y","Power, Belief, and the (word) Whore","2017-06-18 10:00:00","2017-06-18 11:30:00","Hands-on Session","","How is the general subjugation of women revealed and distilled in the cadences, refrains and relations at the criminal fringes of society? In this session, we will explore some theoretical, poetic and revolutionary texts and sound which convene around the sexualization of labor and the mouths of 'bad' women. Through hard readings, free-writing, and elective affinity, we will conduct some live, poetic research on the unbelievably true languages of these 'lips which are always kissing' (Irigaray). Participants will leave empowered as deep-readers, intuitive scholars, and/or nasty women.","","","","","0","9","N","State Hall: Room 118","","Poetry and Publishing","","Everyone","","","","","","","","6a7f26f5efc980b73bb406fdb6c46cba","611324","mel elberg","","","","",""
"289","Y","All Good Food Has A Story. We Tell It","2017-06-17 14:00:00","2017-06-17 15:30:00","Tour/Field Trip","","Do you want to take a private bus tour around Detroit exploring the people, places, and products that are transforming the city?&nbsp; We will visit the markets, restaurants, juice bars, jam makers and lunch diners that are making Detroit a celebrated and controversial food city.&nbsp; We promise a great day of touring and an incredible day of food while talking to local experts about what it takes to start a food business, to scaling the business to when does revitalization become gentrification.&nbsp;","","","","","0","9","N","Shuttle Stop: Anthony Wayne & Kirby","","Food Matters","","Everyone","","","","","","","","6add7d44e29769793bd183ecbb5abbac","611329","Devita Davison","","","","",""
"177","Y","Ableism, Accessibility, and Oral Histories","2017-06-17 16:00:00","2017-06-17 17:30:00","Panel-Presentation","","Oral history, by its very format, is often inaccessible, ableist, and audist. What are the barriers to creating and sharing accessible media? This panel features producers from the Disability Visibility Project™ (DVP) who will discuss the project's inception, and its accessibility and inclusion practices. Participants will leave with a better understanding of why accessibility benefits everyone and the importance of engagement with disability communities in their work.","","","","","0","21","N","State Hall: Room 118","","Radical Libraries / Archives / and Museums","","Everyone","","","","","","","","6b41f2bccbca8dd0a2d8a1098273e71b","611324","Alice Wong, Geraldine Ah-Sue, Yosmay del Mazo","","","","",""
"234","Y","Communiversity","2017-06-16 11:00:00","2017-06-16 12:30:00","Hands-on Session","","Do it for the culture. In this session we will build a bridge from the Black Panthers to the millennial generation through artivism. By using graphic design, visual art, digital branding, and hands-on-methods we will tell our own stories.","","","","","0","12","N","McGregor: Room B/C","","General","","Intermediate","","","","","","","","6c093c4f739c8b7d42a0e4693b6233ef","611343","kei williams, Walter Cruz","","","","",""
"5","Y","Creating Intentional Healing Communities","2017-06-18 11:45:00","2017-06-18 12:45:00","Hands-on Session","","Ever thought, “I’m moving to the woods with a bunch of white folks!” Probably not. But why not? We will share one model of a multi-gender, mixed race intentional community from the ARC Retreat Center in rural Minnesota. We will invite participants to collaborate through dialogue, art, and strategy to question who is community, critique notions of separatism for survival, and name the potential implications of doing so. Participants will leave with ideas on creating intentional communities to survive the current socio-political climate.","","","","","0","20","N","State Hall: Room 116","","Healing Justice","","Everyone","","","","","","","","6c2d79ed58ad3d2ae71f70fd7e6de065","611311","shay(den) n. gonzalez, Galen Smith, Terry Moen, Lindsay Crawford, Danielle Dryke","","","","",""
"182","Y","Facilitating a Community Accountability Process","2017-06-17 16:00:00","2017-06-17 17:30:00","Strategy Session","","More people are becoming interested in the concepts of transformative justice and community accountability as collective approaches to responding to harms within our communities. This workshop will provide practical and concrete tips and tools for those facilitating a community accountability process.","","","","","0","25","N","Student Center: Hilberry C","","Healing Justice","","Intermediate","","","","","","","","6c89f5b293c31afae2b7aad939452a6e","611336","Shira Hassan, Mariame  Kaba","","","","",""
"58","Y","Alternative Teaching Practice: FemTechNet","2017-06-16 12:45:00","2017-06-16 13:45:00","Hands-on Session","","FemTechNet creates feminist strategies for alternative learning across digital networks. We will share strategies for teaching gender and technology while building an inclusive feminist community for scholars, artists and activist educators. Participants will be introduced to FemTechNet’s collaborative pedagogy, including ‘feminist mapping’, and 'alternative character design' workshops. Participants will learn to re-shape teaching, learning, and knowledge production and will be invited to join the FTN network!","","","","","0","19","N","State Hall: Room 127","","General","","Everyone","","","","","","","","6cc80ee8425ac420a7dbf1f7ce0f276e","611333","Marla Jaksch, Heide Solbrig, Maria Belen Ordonez","","","","",""
